,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links,Name
1910,RepKatCammack,2021-06-16T18:34:53.000Z,"Happy birthday, Ms. Winnie! 

Sending you birthday wishes all the way from Washington, D.C.! 🎈🎉🎁 https://t.co/yY58aVwKHE",",",",",",",",https://t.co/yY58aVwKHE,",
1911,RepKatCammack,2021-06-16T17:46:07.000Z,Coming up on @FoxBusiness on Cavuto Coast To Coast in just five minutes. Tune in! https://t.co/aUMeoEtPax,",",",",",FoxBusiness,",",https://t.co/aUMeoEtPax,",
1912,RepKatCammack,2021-06-16T16:27:18.000Z,"I'm proud to co-sponsor @RepTomEmmer's Firearm Due Process Protection Act. It protects constitutional liberties, reforms the appeals system, and increases congressional oversight. I'll always stand up to defend our Second Amendment. https://t.co/EWpS0DJRlY",",",",",",RepTomEmmers,",",https://t.co/EWpS0DJRlY,",
1913,RepKatCammack,2021-06-16T16:20:58.000Z,"RT @RepublicanStudy: While Biden is smiling with Putin and nodding along that he trusts the Russian dictator, #RSC put together a list of w…",",RepublicanStudy,",",",",",",",
1914,RepKatCammack,2021-06-16T15:46:57.000Z,"“We’re sending the message that free speech is not only a constitutional right, but also a core freedom that must be preserved on college campuses across the country."" 

More on our new Campus Free Speech Caucus from @FDRLST:

https://t.co/EYzzD1xgFe",",",",",",FDRLST,",",https://t.co/EYzzD1xgFe,",
1915,RepKatCammack,2021-06-16T14:35:04.000Z,"The failure to follow public health guidance and the best up-to-date scientific knowledge to reopen the House is a failure of leadership. Madam Speaker, it's time to #ReopenTheHouse. https://t.co/OnxzRTEU9E",",",",ReopenTheHouse,",",",",https://t.co/OnxzRTEU9E,",
1916,RepKatCammack,2021-06-16T14:32:28.000Z,Proud to join @RepRosendale in this effort. The VA's outstanding care should not be focused on providing abortions. https://t.co/DzSQE7yfuk,",",",",",RepRosendale,",",https://t.co/DzSQE7yfuk,",
1917,RepKatCammack,2021-06-16T14:11:03.000Z,"Chatting this morning with Tony St. James at @AllAgAllDay this morning, talking about our producers, ranchers, and farmers in Florida, #NationalDairyMonth, and what the 117th Congress has been like so far! https://t.co/S5GlQHCrJ3",",",",NationalDairyMonth,",",AllAgAllDay,",",https://t.co/S5GlQHCrJ3,",
1918,RepKatCammack,2021-06-16T00:10:00.000Z,I joined @seanspicer and @mercedesschlapp last night to talk about Flag Day and the assault on our stars and stripes by the Left. WATCH: https://t.co/xCFzsckvu8,",",",",",seanspicer,mercedesschlapp,",",https://t.co/xCFzsckvu8,",
1919,RepKatCammack,2021-06-15T22:27:37.000Z,"Getting ready for our telephone town hall kicking off in about 5 minutes at 6:30ET! If you want to join in, please dial 352-280-3457 and hang on the line! 

☎️📞📱 https://t.co/WkkHcfYSFn",",",",",",",",https://t.co/WkkHcfYSFn,",
1920,RepKatCammack,2021-06-15T20:15:00.000Z,"Joining our friends at @FreedomWorks to talk about my bills, H.R. 1776 (the REINS Act) and H.R. 3377 (the GO Act). We’re talking keeping the executive branch accountable and rural broadband. https://t.co/GbXKkCvFrQ",",",",",",FreedomWorks,",",https://t.co/GbXKkCvFrQ,",
1921,RepKatCammack,2021-06-15T20:15:00.000Z,"ICYMI, my colleague @Jim_Jordan and I launched the Campus Free Speech Caucus yesterday. 

We have students across the country that are being attacked and vilified for their thoughts and beliefs.

https://t.co/2zvKkv1LQ5",",",",",",Jim_Jordan,",",https://t.co/2zvKkv1LQ5,",
1922,RepKatCammack,2021-06-15T17:58:01.000Z,"Attending a @HouseAgGOP roundtable on forest management with folks from the Forest Service and Federal Forest Resource Coalition. Skyrocketing lumber prices, catastrophic wildfire threats, and need to accelerate active forest management all topics during today's meeting. https://t.co/WUE3bvJso8",",",",",",HouseAgGOP,",",https://t.co/WUE3bvJso8,",
1923,RepKatCammack,2021-06-15T16:48:00.000Z,"I'm excited to announce we're hosting an International Adoption and Foster Care Summit in #FL03. 

📅 July 6th
⏰ 4-6pm 
📍 C Bar Ranch in Alachua 

Looking forward to seeing our neighbors there. https://t.co/Hyz9qzb40V",",",",FL03,",",",",https://t.co/Hyz9qzb40V,",
1924,RepKatCammack,2021-06-15T16:02:30.000Z,RT @HouseAgGOP: 🚨BREAKING: @HouseAgGOP Leader @CongressmanGT and @SenateAgGOP Leader @JohnBoozman just announced the release of a new study…,",HouseAgGOP,",",",",",",",
1925,RepKatCammack,2021-06-15T14:18:04.000Z,"Congratulations to Gator Kieran Smith for qualifying for the U.S. Olympic Swim Team!

And more Gators ready to do the same as trials continue! #GoGators https://t.co/TlAkWynyx5",",",",GoGators,",",",",https://t.co/TlAkWynyx5,",
1926,RepKatCammack,2021-06-15T13:51:28.000Z,83 days is 83 too many. You can't be the border czar if you—I don't know—don't visit the border... https://t.co/DuacbwDE3D,",",",",",",",https://t.co/DuacbwDE3D,",
1927,RepKatCammack,2021-06-15T13:41:38.000Z,See more from our trip to Lake Okeechobee last month and learn more about the importance of preserving and protecting South Florida's greatest natural resources. https://t.co/nBuDAWq1ua,",",",",",",",https://t.co/nBuDAWq1ua,",
1928,RepKatCammack,2021-06-14T23:30:00.000Z,"It's time for another ""Look Back &amp; Look Ahead!"" This week, we look ahead at all that's to come in Washington, D.C. With several Ag. hearings, committee meetings, and votes, there's a lot to unpack. Watch below! https://t.co/Yc20ZRsuDR",",",",",",",",https://t.co/Yc20ZRsuDR,",
1929,RepKatCammack,2021-06-14T22:22:49.000Z,Coming up next with @seanspicer and @mercedesschlapp! Tune in to @newsmax in just a few! 🇺🇸 https://t.co/oT4LgY5WZm,",",",",",seanspicer,mercedesschlapp,newsmax,",",https://t.co/oT4LgY5WZm,",
1930,RepKatCammack,2021-06-14T22:19:32.000Z,"RT @seanspicer: Tonight on #SpicerandCo: Israel's first change in leadership in 12 years, Rep @ByronDonalds reacts to a recent appearance o…",",seanspicer,",",",",",",",
1931,RepKatCammack,2021-06-14T19:27:00.000Z,Today marks 246 years of the @USArmy! Thanks to the brave men and women who've served and are serving in this branch of our Armed Forces—especially those from and stationed in Florida. Hooah! https://t.co/8FiVbzQ6Dx,",",",",",USArmy,",",https://t.co/8FiVbzQ6Dx,",
1932,RepKatCammack,2021-06-14T18:12:00.000Z,"My next telephone town hall is TOMORROW night at 6:30pm ET! I'll talk with neighbors from across #FL03 about the issues that matter to you. Make sure you don't miss it.

SIGN UP HERE: https://t.co/6nS59EAGPi https://t.co/TIRUJ3kFMJ",",",",FL03,",",",",https://t.co/6nS59EAGPi,https://t.co/TIRUJ3kFMJ,",
1933,RepKatCammack,2021-06-14T17:48:27.000Z,RT @GovRonDeSantis: Florida’s education system exists to create opportunity for our children. Critical Race Theory teaches kids to hate our…,",GovRonDeSantis,",",",",",",",
1934,RepKatCammack,2021-06-14T16:58:13.000Z,This a commonsense measure I'm supporting. Dangerous anti-Semitic rhetoric has no place in Congress and no place in our country. https://t.co/CaAAWr8gtI,",",",",",",",https://t.co/CaAAWr8gtI,",
1935,RepKatCammack,2021-06-14T16:56:29.000Z,"Just joined @toddstarnes to talk Campus Free Speech Caucus! 

And more back-to-back interviews on deck with @JustTheNews &amp; @WilkowMajority! 

Defend the First Amendment. https://t.co/ToK1QAqPJd",",",",",",toddstarnes,JustTheNews,WilkowMajority,",",https://t.co/ToK1QAqPJd,",
1936,RepKatCammack,2021-06-14T13:58:47.000Z,"RT @HouseAgGOP: Dairy products are essential to a well-balanced diet for our nation's children.

#DYK milk is the top source of 13 essentia…",",HouseAgGOP,",",",",",",",
1937,RepKatCammack,2021-06-14T13:05:00.000Z,"Today is #FlagDay! We recognize the importance of the stars and stripes, honoring all our flag stands for and our endless pursuit to protect it. For a special look at the flag's meaning, check out this video from veterans in #FL03: https://t.co/eqkTXpgOQi https://t.co/dLAuXSdw8d",",",",FlagDay,FL03,",",",",https://t.co/eqkTXpgOQi,https://t.co/dLAuXSdw8d,",
1938,RepKatCammack,2021-06-14T12:30:02.000Z,RT @yaf: Longtime YAF ally Congressman @Jim_Jordan and Congresswoman @RepKatCammack have partnered with YAF to create an officially recogni…,",yaf,",",",",",",",
1939,RepKatCammack,2021-06-14T12:29:37.000Z,RT @ScottWalker: Good news in our fight for free speech on campuses across America! Thanks @RepKatCammack and @Jim_Jordan for your leadersh…,",ScottWalker,",",",",",",",
1940,RepKatCammack,2021-06-14T12:25:40.000Z,"And the big news is out! I'm proud to chair the Campus Free Speech Caucus with @Jim_Jordan, letting students across the country know that free speech shall not be infringed. https://t.co/yZuuOivKBe",",",",",",Jim_Jordan,",",https://t.co/yZuuOivKBe,",
1941,RepKatCammack,2021-06-14T11:42:11.000Z,And we’re about to go live on @foxandfriends! Tune in now! https://t.co/jiFtD6CXD6 https://t.co/4hnIJnFXnd,",",",",",foxandfriends,",",https://t.co/jiFtD6CXD6,https://t.co/4hnIJnFXnd,",
1942,RepKatCammack,2021-06-14T11:15:00.000Z,"This morning at 7:40am, I'll join @foxandfriends with my friend @Jim_Jordan for a special announcement with @yaf! Make sure you don't miss it! https://t.co/jU2kS2ecjz",",",",",",foxandfriends,Jim_Jordan,yaf,",",https://t.co/jU2kS2ecjz,",
1943,RepKatCammack,2021-06-13T21:15:53.000Z,"On Friday, I had the pleasure of joining @michaelcburgess and the @TexasFarmBureau for a farm tour. As a proud member of @HouseAgGOP, I'll always stand up for our farmers, ranchers, and producers. Thanks to my Texas friends for showing us a great time! https://t.co/E5HCrpXsZn",",",",",",michaelcburgess,TexasFarmBureau,HouseAgGOP,",",https://t.co/E5HCrpXsZn,",
1944,RepKatCammack,2021-06-13T17:51:26.000Z,RT @HeyTammyBruce: It was great having you on @RepKatCammack! Thanks for joining me and keep up the great work! https://t.co/PFTyJBiTT1,",HeyTammyBruce,",",",",",",",
1945,RepKatCammack,2021-06-13T14:51:00.000Z,"And in another ~shocking~ turn of events, border security is not mentioned even once in the 72 pages of @POTUS' budget proposal. 

It seems we don't have a border crisis if we choose to ignore it! https://t.co/ke1yIsJVZm",",",",",",POTUS,",",https://t.co/ke1yIsJVZm,",
1946,RepKatCammack,2021-06-12T20:50:00.000Z,"Yes, you read that correctly. 

Border crossings are at a 21-year high, yet President Biden's budget proposes a 0% increase in @DHSgov funding for FY22. 

Make it make sense. https://t.co/ThmsIIAKbS",",",",",",DHSgov,",",https://t.co/ThmsIIAKbS,",
1947,RepKatCammack,2021-06-12T16:30:00.000Z,"We're looking for our next round of hometown heroes to honor on social media and the House Floor. Know someone in #FL03 who's gone above and beyond? 

Nominate them by sending their name, title, photo, and brief description of their work to honorahero.cammack@gmail.com. https://t.co/AYbe6AUxfN",",",",FL03,",",gmailcom,",",https://t.co/AYbe6AUxfN,",
1948,RepKatCammack,2021-06-12T13:25:13.000Z,"#ICYMI, I joined @HeyTammyBruce on @FoxNews Primetime last night to discuss my journey to Congress and why conservatives are better equipped to handle homelessness, the opioid epidemic, human trafficking, and more.

More: https://t.co/knReGNZHlc https://t.co/rnR0wAi8Fj",",",",ICYMI,",",HeyTammyBruce,FoxNews,",",https://t.co/knReGNZHlc,https://t.co/rnR0wAi8Fj,",
1949,RepRutherfordFL,2021-06-17T18:43:02.000Z,"It was great to testify before the @NatResources to discuss my bill to protect Northeast Florida’s important history &amp; culture. Thank you to Kathy Fleming &amp; the team at @firstlighthouse who have worked for years to establish an NHA on the First Coast.
https://t.co/s3i2dhXUF9",",",",",",NatResources,firstlighthouse,",",https://t.co/s3i2dhXUF9,",
1950,RepRutherfordFL,2021-06-16T20:04:22.000Z,"We can never again allow long-term care facility residents to experience isolation and loneliness due to public health restrictions. I'm proud to support the Essential Caregivers Act, introduced by @RepTenney. https://t.co/MJgJuHETjN",",",",",",RepTenney,",",https://t.co/MJgJuHETjN,",
1951,RepRutherfordFL,2021-06-15T20:48:20.000Z,RT @WolfsonChildren: Thank you @RepRutherfordFL for meeting our patient Zach during @speaknowforkids #FamilyAdvocacyWeek to learn more abou…,",WolfsonChildren,",",",",",",",
1952,RepRutherfordFL,2021-06-14T14:38:23.000Z,"Happy Birthday to the @USArmy! For 246 years, our brave soldiers have fought and won America's toughest battles. Thank you to every soldier, both past and present, who wears the uniform and protects our freedoms. https://t.co/flsq1W0uiJ",",",",",",USArmy,",",https://t.co/flsq1W0uiJ,",
1953,RepAlLawsonJr,2021-06-17T20:36:19.000Z,"SCOTUS Has Spoken. Today’s ruling is a huge victory for all Americans, including the record 31 million people who are covered thanks to the Affordable Care Act. 
https://t.co/qfV8QhCdSV",",",",",",",",https://t.co/qfV8QhCdSV,",
1954,RepAlLawsonJr,2021-06-17T19:26:38.000Z,"Let us march on, 'til victory is won... https://t.co/BVSCG4Wy8r",",",",",",",",https://t.co/BVSCG4Wy8r,",
1955,RepAlLawsonJr,2021-06-17T19:16:12.000Z,"Today, we celebrate the birthday of James Weldon Johnson -- an icon, not only in his hometown of Jacksonville, but throughout our nation. His legacy continues to inspire us all to fight with the same resolve  he showed throughout every day of his life.  
https://t.co/oOrDrpgSMU",",",",",",",",https://t.co/oOrDrpgSMU,",
1956,RepAlLawsonJr,2021-06-17T00:02:41.000Z,RT @WhipClyburn: The story of Juneteenth is one of communication. A lack of communication delayed emancipation for many &amp; it continues to d…,",WhipClyburn,",",",",",",",
1957,RepAlLawsonJr,2021-06-17T00:01:42.000Z,RT @RepValDemings: Today our legislation to establish a national memorial at Pulse was enrolled by Congress to be signed by the President a…,",RepValDemings,",",",",",",",
1958,RepAlLawsonJr,2021-06-16T18:02:48.000Z,RT @HouseDPCC: The headlines speak for themselves. 21 House Republicans voted AGAINST honoring the brave Capitol Police Officers who defend…,",HouseDPCC,",",",",",",",
1959,RepAlLawsonJr,2021-06-16T17:06:16.000Z,"RT @RepYvetteClarke: Make #Juneteenth a federal holiday. 

Pass it on. https://t.co/xDJgOv35nX",",RepYvetteClarke,",",",",",",",
1960,RepAlLawsonJr,2021-06-16T15:45:00.000Z,"The winner of #FL05 Congressional Art Contest is Micole Arias, a senior at @DuvalSchools Sandlewood High School in Jacksonville. Micole’s piece, “Deep In My Thoughts” showcases the remarkable talent of our young people. The artwork will be on display at the Capitol for one year. https://t.co/GpsWgI3J0T",",",",FL05,",",DuvalSchools,",",https://t.co/GpsWgI3J0T,",
1961,RepAlLawsonJr,2021-06-16T15:00:07.000Z,"There are nineteen 1890 Land-Grant Institutions around the nation. @FAMU_1887 is the only one in the state of Florida — located in #FL05. During this morning's @HouseAgDems, @LRobinsonFAMU provided greetings on behalf of #FAMU.  https://t.co/QIZk0BJ8e7",",",",FL05,FAMU,",",FAMU_1887,HouseAgDems,LRobinsonFAMU,",",https://t.co/QIZk0BJ8e7,",
1962,RepAlLawsonJr,2021-06-16T14:40:09.000Z,"I'm a proud product of @FAMU_1887. It's vital that we provide support to our land grant institutions so they remain competitive. Join the @HouseAgDems hearing: 1890 Land Grant Institutions: Investing for Agricultural Resiliency, Equity, and Global Impact.
https://t.co/BqPZMnWShR",",",",",",FAMU_1887,HouseAgDems,",",https://t.co/BqPZMnWShR,",
1963,RepAlLawsonJr,2021-06-16T02:09:26.000Z,"RT @FAMU_1887: #FallenRattlers: We mourn the death of #Rattler Jim “Mudcat” Grant, who spent 14 seasons as a professional baseball player a…",",FAMU_1887,",",",",",",",
1964,RepAlLawsonJr,2021-06-15T18:01:35.000Z,"Earlier this year, I voted to pass the Dream and Promise Act -- ensuring permanent protections for up to 𝟐.𝟓 𝐦𝐢𝐥𝐥𝐢𝐨𝐧 people who contribute &amp; strengthen our communities every single day. It’s past time for the Senate to help pass a permanent solution. #HomeIsHere #DACADay https://t.co/cyuc5xzw2a",",",",HomeIsHere,DACADay,",",",",https://t.co/cyuc5xzw2a,",
