,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
318,Frederica Wilson,RepWilson,2021-06-20T01:26:26.000Z,"Today, these children received an important American history lesson. #Juneteenth https://t.co/UZgAYEiCcX",",",",Juneteenth,",",",",https://t.co/UZgAYEiCcX,"
319,Frederica Wilson,RepWilson,2021-06-20T01:22:22.000Z,"Thank you, ⁦@CityNMB⁩, for the key to your great community! #Juneteenth https://t.co/c1X368hLNz",",",",Juneteenth,",",CityNMB,",",https://t.co/c1X368hLNz,"
320,Frederica Wilson,RepWilson,2021-06-20T01:13:45.000Z,Celebrating freedom with #5000RoleModel and Miami Coral Park Senior High School valedictorian David DeZayas. https://t.co/CkL2t43lwz,",",",5000RoleModel,",",",",https://t.co/CkL2t43lwz,"
321,Frederica Wilson,RepWilson,2021-06-20T01:02:31.000Z,Today I had the honor of being presented the key to the city by North Miami Beach. Thank you! https://t.co/GE7kRwulh9,",",",",",",",https://t.co/GE7kRwulh9,"
322,Frederica Wilson,RepWilson,2021-06-20T01:00:29.000Z,"#Juneteenth, celebrated on June 19th, commemorates the end of slavery in the United States and marks the day that enslaved people in Texas were told about the Emancipation Proclamation signed two years earlier. ⁦@5000RoleModels⁩ https://t.co/px9co6gjUW",",",",Juneteenth,",",5000RoleModels,",",https://t.co/px9co6gjUW,"
323,Frederica Wilson,RepWilson,2021-06-20T00:55:52.000Z,Celebrating Wynwood #Pride tonight! https://t.co/V7GRdFU5a4,",",",Pride,",",",",https://t.co/V7GRdFU5a4,"
324,Frederica Wilson,RepWilson,2021-06-19T14:52:09.000Z,"RT @MJ_Reports: “I just cried and cried” —Congresswoman Frederica Wilson @RepWilson, was right there when @POTUS signed the bill making #Ju…",",MJ_Reports,",",",",",","
325,Frederica Wilson,RepWilson,2021-06-19T14:51:37.000Z,RT @DrChronology: @RepWilson you look so beautiful 😍 shout-out from NYC https://t.co/UFsR9XCyE4,",DrChronology,",",",",",","
326,Frederica Wilson,RepWilson,2021-06-19T14:50:04.000Z,@DrChronology Thank you,",",",",",DrChronology,",","
327,Frederica Wilson,RepWilson,2021-06-19T14:41:16.000Z,Still feeling the joy from the day we witnessed @POTUS signing the landmark #Juneteenth National Independence Day Act. It was lovely to share that experience with colleagues and friends. @GKButterfield @RepGregoryMeeks @USAmbUN @RepGwenMoore https://t.co/7a9EQLhgeH,",",",Juneteenth,",",POTUS,GKButterfield,RepGregoryMeeks,USAmbUN,RepGwenMoore,",",https://t.co/7a9EQLhgeH,"
328,Frederica Wilson,RepWilson,2021-06-19T14:21:08.000Z,"This #Juneteenth, we remember those who have paid the ultimate price fighting for their freedom.
 
Today we continue to fight for every person’s right to life, liberty and the pursuit of happiness. https://t.co/GHD02MeCdV",",",",Juneteenth,",",",",https://t.co/GHD02MeCdV,"
329,Carlos Giménez,RepCarlos,2021-06-20T14:04:09.000Z,"I’m blessed to be a father to three incredible children. It’s an awesome and holy responsibility to guide, nurture, and provide for God’s greatest gifts. #HappyFathersDay 

Psalm 103:13: As a father has compassion on his children, so the Lord has compassion on those who fear him. https://t.co/tIqCCQegSN",",",",HappyFathersDay,",",",",https://t.co/tIqCCQegSN,"
330,Carlos Giménez,RepCarlos,2021-06-19T15:12:49.000Z,Freedom in every form should always be celebrated. I’m proud to have voted to recognize #Juneteenth as a federal holiday and give this day the national celebration it deserves.,",",",Juneteenth,",",",","
331,Maria Elvira Salazar,RepMariaSalazar,2021-06-20T14:27:59.000Z,"Happy Father’s Day! 

¡Feliz día de los padres! 🎉 https://t.co/yvBLXBByiP",",",",",",",",https://t.co/yvBLXBByiP,"
332,Maria Elvira Salazar,RepMariaSalazar,2021-06-19T20:16:43.000Z,My amazing team attended three events across our district today in commemoration of #JuneTeenth2021 ! https://t.co/Icn6Win7GN,",",",JuneTeenth2021,",",",",https://t.co/Icn6Win7GN,"
333,Buddy Carter,RepBuddyCarter,2021-06-19T14:25:35.000Z,Today we celebrate the end of slavery in America and recommit ourselves to a more perfect union #JuneTeenth2021 https://t.co/Vxnn1sS4Mx,",",",JuneTeenth2021,",",",",https://t.co/Vxnn1sS4Mx,"
334,Sanford Bishop,SanfordBishop,2021-06-20T14:50:21.000Z,"Today and every day, we honor the fathers who lead us, inspire us, and push us forward. #HappyFathersDay 💙",",",",HappyFathersDay,",",",","
335,Sanford Bishop,SanfordBishop,2021-06-19T14:16:50.000Z,"Juneteenth is a solemn reminder of the end of an odious era in our nation’s history as well as the continued challenges we must overcome to truly celebrate freedom.

My full statement commemorating Juneteenth can be found at https://t.co/zlQz1XQGnG. https://t.co/MQ3RvZA350",",",",",",",",https://t.co/zlQz1XQGnG.,https://t.co/MQ3RvZA350,"
336,Drew Ferguson,RepDrewFerguson,2021-06-20T15:33:46.000Z,Being a father is one of my greatest joys in life. Wishing all the dads and grandads across #GA03 a very happy Father’s Day! https://t.co/GJNR8UYl14,",",",GA03,",",",",https://t.co/GJNR8UYl14,"
337,Drew Ferguson,RepDrewFerguson,2021-06-19T15:02:06.000Z,"America's most important founding principle is “that all men are created equal.”

The anniversary of Juneteenth marks an important milestone in the hard-fought battle for justice, equality, and freedom in the United States as we commemorate emancipation and the ending of slavery. https://t.co/5YEUuVSu17",",",",",",",",https://t.co/5YEUuVSu17,"
338,Hank Johnson,RepHankJohnson,2021-06-20T18:47:51.000Z,"Refugees make my district and communities throughout the entire nation more rich, tolerant &amp; prosperous. They add to the diversity and vibrant tapestry of America. Happy #WorldRefugeeDay https://t.co/jTbUBMtBBZ",",",",WorldRefugeeDay,",",",",https://t.co/jTbUBMtBBZ,"
339,Hank Johnson,RepHankJohnson,2021-06-20T16:54:53.000Z,Wishing all the dads out there a happy #FathersDay! https://t.co/mfDPQl4utb,",",",FathersDay,",",",",https://t.co/mfDPQl4utb,"
340,Hank Johnson,RepHankJohnson,2021-06-20T15:56:50.000Z,"On #WorldRefugeeDay2021, I want to thank all of the refugees who helped our communities during this past year on the front lines as doctors, nurses &amp; other essential workers. thank you! https://t.co/gzDBZAXhYq",",",",WorldRefugeeDay2021,",",",",https://t.co/gzDBZAXhYq,"
341,Hank Johnson,RepHankJohnson,2021-06-19T16:22:15.000Z,.@AMC_TV thank you for joining myself and other members of @TheBlackCaucus to recognize #JuneTeenth2021 https://t.co/NUMDCmr6TX,",",",JuneTeenth2021,",",AMC_TV,TheBlackCaucus,",",https://t.co/NUMDCmr6TX,"
342,Nikema Williams,RepNikema,2021-06-20T18:58:45.000Z,"""That exception...led to the common practice of forced prison labor.""

We can not continue to perpetuate the sins of our nation’s past. 

@SenJeffMerkley and I are working to ensure there is #NoException to slavery in America. #Revise13 #Juneteenth
https://t.co/lUINpJqDlX",",",",NoException,Revise13,Juneteenth,",",SenJeffMerkley,",",https://t.co/lUINpJqDlX,"
343,Nikema Williams,RepNikema,2021-06-20T18:00:01.000Z,"This weekend we celebrated #Juneteenth as a federal holiday for the first time.

Now it's time to pass #HR1 and make Election Day a holiday🎉",",",",Juneteenth,HR1,",",",","
344,Nikema Williams,RepNikema,2021-06-20T17:21:28.000Z,There is nothing quite like having a father figure in your life. Wishing all the dads out there a happy #FathersDay! https://t.co/N5Xb8vEsBf,",",",FathersDay,",",",",https://t.co/N5Xb8vEsBf,"
345,Nikema Williams,RepNikema,2021-06-20T16:30:59.000Z,It's been another busy and historic week working #ForThePeople of #GA05. Read through my #NikemasNotes to learn more! Subscribe to my monthly newsletter at https://t.co/4sMAPHJrNP for more updates. https://t.co/fuwAaSM7bi,",",",ForThePeople,GA05,NikemasNotes,",",",",https://t.co/4sMAPHJrNP,https://t.co/fuwAaSM7bi,"
346,Nikema Williams,RepNikema,2021-06-19T19:04:34.000Z,Hugs and no masks are back #FullyVaxxed✨ unlimited joy at the @cityofeastpoint &amp; @NaacpAtlanta #Juneteenth Celebration with the people of #GA05. https://t.co/RDOitc0qTF,",",",FullyVaxxed,Juneteenth,GA05,",",cityofeastpoint,NaacpAtlanta,",",https://t.co/RDOitc0qTF,"
347,Nikema Williams,RepNikema,2021-06-19T15:54:05.000Z,The celebration begins! #Juneteenth https://t.co/WyzOZltF8A,",",",Juneteenth,",",",",https://t.co/WyzOZltF8A,"
348,Lucy McBath,replucymcbath,2021-06-20T13:00:02.000Z,"Happy #FathersDay to all the dads, stepdads, and father figures. Your guidance and the value you bring to those who look up to you is limitless. https://t.co/TxKlCzVMNa",",",",FathersDay,",",",",https://t.co/TxKlCzVMNa,"
349,Lucy McBath,replucymcbath,2021-06-19T13:00:02.000Z,Today we celebrate freedom for all and we remember those who fought for the freedoms of others. May we continue to fight for every person’s right to equality and liberty. #Juneteenth https://t.co/deHXCrP7B5,",",",Juneteenth,",",",",https://t.co/deHXCrP7B5,"
350,Carolyn Bourdeaux,RepBourdeaux,2021-06-20T19:12:00.000Z,"ICYMI: We have an opening for a @WoundedWarrior Fellow in my Lawrenceville office. Click here for more details on this PAID, two year opportunity: 

https://t.co/eJuXm75KBc https://t.co/JiVIajXr0e",",",",",",WoundedWarrior,",",https://t.co/eJuXm75KBc,https://t.co/JiVIajXr0e,"
351,Carolyn Bourdeaux,RepBourdeaux,2021-06-20T15:16:08.000Z,Taking Dad out to brunch. Happy #FathersDay to my amazing husband and all the great Dads out there! https://t.co/RP8qgEqqxK,",",",FathersDay,",",",",https://t.co/RP8qgEqqxK,"
352,Carolyn Bourdeaux,RepBourdeaux,2021-06-19T21:27:00.000Z,"This week, we introduced a solution to get around the current obstruction in Georgia over Medicaid expansion. It’s time to let local governments expand Medicaid and make sure everyone has affordable health insurance and access to a doctor! #COVERNow

https://t.co/9lG3ZNPnYG",",",",COVERNow,",",",",https://t.co/9lG3ZNPnYG,"
353,Carolyn Bourdeaux,RepBourdeaux,2021-06-19T15:43:38.000Z,"110 years ago, Charlie Hale was lynched in Lawrenceville’s town square. He never got justice, but today we remember him — and the consequences of hate. I was honored to join today’s service to memorialize this spot in his name. https://t.co/YPl3M2aD6z",",",",",",",",https://t.co/YPl3M2aD6z,"
354,Carolyn Bourdeaux,RepBourdeaux,2021-06-19T12:56:00.000Z,"Two and a half years. That’s how long it took for the last enslaved people in the country to hear they were free. 
Today, #Juneteenth, I join in celebrating their liberation. https://t.co/jzgz1pHYGG",",",",Juneteenth,",",",",https://t.co/jzgz1pHYGG,"
355,Austin Scott,AustinScottGA08,2021-06-20T15:25:25.000Z,I’d like to extend a very special “Happy Father’s Day” to all our Eighth District dads. #GA08 #FathersDay https://t.co/lm6zVxIAY7,",",",GA08,FathersDay,",",",",https://t.co/lm6zVxIAY7,"
356,Austin Scott,AustinScottGA08,2021-06-19T15:45:08.000Z,"On June 19, 1865, Union soldiers landed at Galveston, TX with news that the Civil War had ended &amp; enslaved people were now free. This was two &amp; a half years after the Emancipation Proclamation. Today, we recognize #Juneteenth - celebrating freedom &amp; the end of slavery in America. https://t.co/MN5XCK6lmO",",",",Juneteenth,",",",",https://t.co/MN5XCK6lmO,"
357,Andrew Clyde,Rep_Clyde,2021-06-21T01:00:00.000Z,#WhereistheCzar #HidinHarris https://t.co/1EUvvcpB44,",",",WhereistheCzar,HidinHarris,",",",",https://t.co/1EUvvcpB44,"
358,Andrew Clyde,Rep_Clyde,2021-06-20T17:34:56.000Z,"Happy Father's Day to all the incredible fathers, grandfathers, and father figures in #GA09! Thank you for all the wisdom you give to those with whom you come in contact. Today we celebrate you! https://t.co/B48TseeuDm",",",",GA09,",",",",https://t.co/B48TseeuDm,"
359,Andrew Clyde,Rep_Clyde,2021-06-19T13:00:00.000Z,#WhereistheCzar #HidinHarris https://t.co/WMtTEiEtCo,",",",WhereistheCzar,HidinHarris,",",",",https://t.co/WMtTEiEtCo,"
360,Jody Hice,congressmanhice,2021-06-20T22:05:43.000Z,"This is EXACTLY what I was talking about with Director Wray during the ⁦@GOPoversight⁩ hearing.

ICYMI, here’s the full clip 👉 https://t.co/9Wvlo1QMpZ https://t.co/1I4O4qBHfP",",",",",",GOPoversight,",",https://t.co/9Wvlo1QMpZ,https://t.co/1I4O4qBHfP,"
361,Jody Hice,congressmanhice,2021-06-20T20:13:45.000Z,"RT @DineshDSouza: How come Jan 6 rioters are held in solitary confinement, while BLM and Antifa burn our cities down with impunity? @JodyHi…",",DineshDSouza,",",",",",","
362,Jody Hice,congressmanhice,2021-06-20T20:13:34.000Z,I want to wish all fathers and father figures a very happy Father's Day! My own father was instrumental in making me the man I am today and I am forever grateful for him. https://t.co/ErL4rTtG0a,",",",",",",",https://t.co/ErL4rTtG0a,"
363,Jody Hice,congressmanhice,2021-06-19T15:20:17.000Z,"#Juneteenth21 is an opportunity for us to reflect on the tremendous progress by America in making a reality the principle ""all men are created equal!""

Enjoy this new federal holiday with your loved ones!",",",",Juneteenth21,",",",","
364,Barry Loudermilk,RepLoudermilk,2021-06-20T11:30:10.000Z,https://t.co/a4CUoEpagV,",",",",",",",https://t.co/a4CUoEpagV,"
365,Rick W. Allen,reprickallen,2021-06-20T12:48:41.000Z,Being a father and grandfather is one of the greatest joys in my life. Happy Father’s Day to all the dads in #GA12! https://t.co/FLzDg2ZIvy,",",",GA12,",",",",https://t.co/FLzDg2ZIvy,"
366,David Scott,RepDavidScott,2021-06-20T15:07:28.000Z,The gift of fatherhood has been one of my life’s greatest joys. Wishing all the dads out there a Happy #FathersDay from my family to yours! https://t.co/vvykVaQXbk,",",",FathersDay,",",",",https://t.co/vvykVaQXbk,"
367,David Scott,RepDavidScott,2021-06-19T14:57:06.000Z,"As we celebrate the first #Juneteenth recognized as a federal holiday, let us honor the late Reverend Dr. Martin Luther King, Jr.’s challenge to, “Let freedom ring!” across our nation and continue to march forward together in a new era of freedom, justice and unity. https://t.co/KQlrfK4z9T",",",",Juneteenth,",",",",https://t.co/KQlrfK4z9T,"
368,Marjorie Taylor Greene,RepMTG,2021-06-19T13:15:54.000Z,"Over 7.4 million people viewed our #FireFauci press conference this week on Fox News FB page.

Thank you ...

@RepThomasMassie 
@RepMaryMiller 
@RepAndyBiggsAZ 
@RepGosar 
@RepMoBrooks
@RepBuddyCarter
@RepBobGood 

Watch Here -&gt;

https://t.co/ANnC3SgJXx https://t.co/Qnf1XANHxr",",",",FireFauci,",",RepThomasMassie,RepMaryMiller,RepAndyBiggsAZ,RepGosar,RepMoBrooks,RepBuddyCarter,RepBobGood,",",https://t.co/ANnC3SgJXx,https://t.co/Qnf1XANHxr,"
369,Ed Case,RepEdCase,2021-06-20T03:31:08.000Z,2/2 w/some of my faves that got me into a lifetime of reading.,",",",",",",","
370,Ed Case,RepEdCase,2021-06-20T03:31:08.000Z,"1/2 As the son of a children's librarian, really enjoyed joining State Librarian Stacey Aldrich and her Hawaii State Public Library System team at preview of reopening of beautifully renovated historic Liliha Public Library, complete w/memory lane trip... https://t.co/Bf46mWQX6a",",",",",",",",https://t.co/Bf46mWQX6a,"
371,Kai Kahele,RepKahele,2021-06-20T23:41:26.000Z,"Aloha Lā Makuakane! 

Happy Father’s Day!

‘Ohana is everything. Excited to bring some reinforcements back with me to Washington. DC is not ready! https://t.co/tkCjfTvnCk",",",",",",",",https://t.co/tkCjfTvnCk,"
372,Kai Kahele,RepKahele,2021-06-20T20:29:05.000Z,"It’s been another successful week representing #HI02 in Congress. 

Check out my week in review and be sure to sign up for my newsletter at https://t.co/b9URQrWduc https://t.co/qJUud2kEQV",",",",HI02,",",",",https://t.co/b9URQrWduc,https://t.co/qJUud2kEQV,"
