:START_ID(Tweet),:END_ID(Business Taxonomy-ca),:TYPE,Specification
5656,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5663,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5686,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5695,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5700,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
5717,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
5725,Retail Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent focused on selling multiple brands such as supermarkets, stores, resellers, delivery apps"
5733,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5736,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5745,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5749,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5757,Automotive,references," Aircraft & Boat Business,Brands, companies, advertisers and every non-person handle with the profit intent related to automobile, spacecraft, aircraft and boat manufacturing"
5764,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5764,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5773,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5779,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5782,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5786,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5788,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5794,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5795,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5798,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5799,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5812,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5825,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5832,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5835,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5837,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5838,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5842,Publisher & News Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to  marketing and advertiser agencies, publishers of magazines, newspapers, blogs, books"
5846,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5848,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5848,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5850,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5854,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5868,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5877,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5909,Technology Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares"
5931,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5931,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
5938,Entertainment & Leisure Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels"
5940,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
5940,Medical & Health Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to medical equipment, pharmacy supplies, vaccines, pharmaceuticals, hospitals"
5950,Education Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools"
5985,Education Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to education such as colleges, school material, schools"
5986,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
5987,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
6000,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
6000,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
6010,Sports & Fitness Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues"
6010,Travel & Transportation Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to travel as airlines, travel agencies, hotels"
6022,Food & Beverage Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers."
6033,Financial Services Business,references,"Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks "
