:START_ID(Tweet),:END_ID(Person-ca),:TYPE,Specification
4723,Rick Scott,references,"US Senator, Rick Scott (FL)"
4724,Rick Scott,references,"US Senator, Rick Scott (FL)"
4725,Rick Scott,references,"US Senator, Rick Scott (FL)"
4726,Rick Scott,references,"US Senator, Rick Scott (FL)"
4727,Rick Scott,references,"US Senator, Rick Scott (FL)"
4728,Rick Scott,references,"US Senator, Rick Scott (FL)"
4729,Rick Scott,references,"US Senator, Rick Scott (FL)"
4730,Rick Scott,references,"US Senator, Rick Scott (FL)"
4731,Rick Scott,references,"US Senator, Rick Scott (FL)"
4732,Rick Scott,references,"US Senator, Rick Scott (FL)"
4733,Rick Scott,references,"US Senator, Rick Scott (FL)"
4734,Rick Scott,references,"US Senator, Rick Scott (FL)"
4735,Joe Biden,references,US President Joe Biden
4735,Rick Scott,references,"US Senator, Rick Scott (FL)"
4736,Joe Biden,references,US President Joe Biden
4736,Rick Scott,references,"US Senator, Rick Scott (FL)"
4736,John Kerry,references,"Former US Secretary of State, John Kerry"
4736,Nicolás Maduro,references,President of Venezuela Nicolás Maduro
4737,Joe Biden,references,US President Joe Biden
4737,Rick Scott,references,"US Senator, Rick Scott (FL)"
4737,John Kerry,references,"Former US Secretary of State, John Kerry"
4737,Nicolás Maduro,references,President of Venezuela Nicolás Maduro
4738,Rick Scott,references,"US Senator, Rick Scott (FL)"
4739,Rick Scott,references,"US Senator, Rick Scott (FL)"
4740,Rick Scott,references,"US Senator, Rick Scott (FL)"
4741,Rick Scott,references,"US Senator, Rick Scott (FL)"
4742,Rick Scott,references,"US Senator, Rick Scott (FL)"
4743,Rick Scott,references,"US Senator, Rick Scott (FL)"
4744,Rick Scott,references,"US Senator, Rick Scott (FL)"
4745,Rick Scott,references,"US Senator, Rick Scott (FL)"
4746,Rick Scott,references,"US Senator, Rick Scott (FL)"
4747,Rick Scott,references,"US Senator, Rick Scott (FL)"
4748,Rick Scott,references,"US Senator, Rick Scott (FL)"
4749,Rick Scott,references,"US Senator, Rick Scott (FL)"
4750,Rick Scott,references,"US Senator, Rick Scott (FL)"
4751,Rick Scott,references,"US Senator, Rick Scott (FL)"
4752,Rick Scott,references,"US Senator, Rick Scott (FL)"
4753,Rick Scott,references,"US Senator, Rick Scott (FL)"
4754,Rick Scott,references,"US Senator, Rick Scott (FL)"
4755,Rick Scott,references,"US Senator, Rick Scott (FL)"
4756,Rick Scott,references,"US Senator, Rick Scott (FL)"
4757,Rick Scott,references,"US Senator, Rick Scott (FL)"
4758,Rick Scott,references,"US Senator, Rick Scott (FL)"
4759,Rick Scott,references,"US Senator, Rick Scott (FL)"
4760,Rick Scott,references,"US Senator, Rick Scott (FL)"
4761,Rick Scott,references,"US Senator, Rick Scott (FL)"
4762,Rick Scott,references,"US Senator, Rick Scott (FL)"
4762,Sean Maloney,references,Candidate for the U.S. House for New York
4763,Jon Ossoff,references,Jon Ossoff
4763,Cory Booker,references,US Senator Cory Booker (NJ)
4763,Brian Schatz,references,Senator Brian Schatz (HI)
4764,Joe Biden,references,US President Joe Biden
4764,Gavin Newsom,references,Candidate for Governor of California Gavin Newsom
4764,Jon Ossoff,references,Jon Ossoff
4764,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
4764,Chris Murphy,references,US Senator Chris Murphy (CT)
4764,Cory Booker,references,US Senator Cory Booker (NJ)
4764,Brian Schatz,references,Senator Brian Schatz (HI)
4765,Raphael Warnock,references,
4766,Raphael Warnock,references,
4766,Jon Ossoff,references,Jon Ossoff
4766,Chris Murphy,references,US Senator Chris Murphy (CT)
4767,Jon Ossoff,references,Jon Ossoff
4768,Jon Ossoff,references,Jon Ossoff
4768,Brian Schatz,references,Senator Brian Schatz (HI)
4769,Raphael Warnock,references,
4770,Jon Ossoff,references,Jon Ossoff
4771,Jon Ossoff,references,Jon Ossoff
4771,Brian Schatz,references,Senator Brian Schatz (HI)
4772,Jon Ossoff,references,Jon Ossoff
4773,Gavin Newsom,references,Candidate for Governor of California Gavin Newsom
4773,Raphael Warnock,references,
4774,Gavin Newsom,references,Candidate for Governor of California Gavin Newsom
4774,Raphael Warnock,references,
4775,Raphael Warnock,references,
4775,Jon Ossoff,references,Jon Ossoff
4776,Joe Biden,references,US President Joe Biden
4776,Raphael Warnock,references,
4777,Joe Biden,references,US President Joe Biden
4777,Raphael Warnock,references,
4778,Jon Ossoff,references,Jon Ossoff
4778,Chris Murphy,references,US Senator Chris Murphy (CT)
4778,Brian Schatz,references,Senator Brian Schatz (HI)
4779,Jon Ossoff,references,Jon Ossoff
4779,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
4779,Brian Schatz,references,Senator Brian Schatz (HI)
4780,Raphael Warnock,references,
4780,Chris Murphy,references,US Senator Chris Murphy (CT)
4780,Brian Schatz,references,Senator Brian Schatz (HI)
4781,Raphael Warnock,references,
4781,Brian Schatz,references,Senator Brian Schatz (HI)
4782,Raphael Warnock,references,
4782,Brian Schatz,references,Senator Brian Schatz (HI)
4783,Jon Ossoff,references,Jon Ossoff
4783,Brian Schatz,references,Senator Brian Schatz (HI)
4784,Raphael Warnock,references,
4784,Brian Schatz,references,Senator Brian Schatz (HI)
4785,Raphael Warnock,references,
4785,Brian Schatz,references,Senator Brian Schatz (HI)
4786,Jon Ossoff,references,Jon Ossoff
4786,Brian Schatz,references,Senator Brian Schatz (HI)
4787,Raphael Warnock,references,
4787,Brian Schatz,references,Senator Brian Schatz (HI)
4788,Raphael Warnock,references,
4788,Brian Schatz,references,Senator Brian Schatz (HI)
4789,Jon Ossoff,references,Jon Ossoff
4789,Brian Schatz,references,Senator Brian Schatz (HI)
4790,Jon Ossoff,references,Jon Ossoff
4790,Brian Schatz,references,Senator Brian Schatz (HI)
4791,Raphael Warnock,references,
4791,Cory Booker,references,US Senator Cory Booker (NJ)
4791,Brian Schatz,references,Senator Brian Schatz (HI)
4792,Raphael Warnock,references,
4792,Jon Ossoff,references,Jon Ossoff
4792,Brian Schatz,references,Senator Brian Schatz (HI)
4793,Jon Ossoff,references,Jon Ossoff
4793,Chris Murphy,references,US Senator Chris Murphy (CT)
4793,Cory Booker,references,US Senator Cory Booker (NJ)
4794,Jon Ossoff,references,Jon Ossoff
4794,Brian Schatz,references,Senator Brian Schatz (HI)
4795,Jon Ossoff,references,Jon Ossoff
4795,Cory Booker,references,US Senator Cory Booker (NJ)
4795,Brian Schatz,references,Senator Brian Schatz (HI)
4796,Jon Ossoff,references,Jon Ossoff
4796,Chris Murphy,references,US Senator Chris Murphy (CT)
4796,Cory Booker,references,US Senator Cory Booker (NJ)
4796,Brian Schatz,references,Senator Brian Schatz (HI)
4797,Jon Ossoff,references,Jon Ossoff
4797,Chris Murphy,references,US Senator Chris Murphy (CT)
4797,Cory Booker,references,US Senator Cory Booker (NJ)
4797,Brian Schatz,references,Senator Brian Schatz (HI)
4798,Jon Ossoff,references,Jon Ossoff
4798,Brian Schatz,references,Senator Brian Schatz (HI)
4800,Jon Ossoff,references,Jon Ossoff
4801,Jon Ossoff,references,Jon Ossoff
4802,Jon Ossoff,references,Jon Ossoff
4803,Raphael Warnock,references,
4804,Jon Ossoff,references,Jon Ossoff
4805,Raphael Warnock,references,
4806,Jon Ossoff,references,Jon Ossoff
4807,Jon Ossoff,references,Jon Ossoff
4808,Jon Ossoff,references,Jon Ossoff
4809,Jon Ossoff,references,Jon Ossoff
4810,Jon Ossoff,references,Jon Ossoff
4811,Sanford D. Bishop Jr.,references,US Representative Sanford D. Bishop Jr. (GA-02)
4811,Jon Ossoff,references,Jon Ossoff
4812,Jon Ossoff,references,Jon Ossoff
4813,Jon Ossoff,references,Jon Ossoff
4814,Raphael Warnock,references,
4815,Raphael Warnock,references,
4816,Raphael Warnock,references,
4817,Raphael Warnock,references,
4818,Raphael Warnock,references,
4819,Raphael Warnock,references,
4820,Raphael Warnock,references,
4821,Raphael Warnock,references,
4822,Raphael Warnock,references,
4823,Raphael Warnock,references,
4824,Raphael Warnock,references,
4825,Raphael Warnock,references,
4826,Raphael Warnock,references,
4827,Raphael Warnock,references,
4828,Raphael Warnock,references,
4829,Raphael Warnock,references,
4830,Raphael Warnock,references,
4831,Raphael Warnock,references,
4832,Raphael Warnock,references,
4833,Raphael Warnock,references,
4834,Raphael Warnock,references,
4835,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4836,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4837,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4838,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4839,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4840,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4841,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4842,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4843,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4844,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4845,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4846,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4847,Mazie Hirono,references,US Senator Mazie Hirono (HI)
4848,Brian Schatz,references,Senator Brian Schatz (HI)
4849,Brian Schatz,references,Senator Brian Schatz (HI)
4850,Brian Schatz,references,Senator Brian Schatz (HI)
4851,Joni Ernst,references,US Senator Joni Ernst (IA)
4852,Joni Ernst,references,US Senator Joni Ernst (IA)
4853,Joni Ernst,references,US Senator Joni Ernst (IA)
4854,Joni Ernst,references,US Senator Joni Ernst (IA)
4855,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4855,Joni Ernst,references,US Senator Joni Ernst (IA)
4856,Joni Ernst,references,US Senator Joni Ernst (IA)
4857,Joni Ernst,references,US Senator Joni Ernst (IA)
4858,Joni Ernst,references,US Senator Joni Ernst (IA)
4859,Joni Ernst,references,US Senator Joni Ernst (IA)
4860,Joe Biden,references,US President Joe Biden
4860,Joni Ernst,references,US Senator Joni Ernst (IA)
4861,Joe Biden,references,US President Joe Biden
4861,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4861,Joni Ernst,references,US Senator Joni Ernst (IA)
4862,Joni Ernst,references,US Senator Joni Ernst (IA)
4863,Joni Ernst,references,US Senator Joni Ernst (IA)
4864,Joni Ernst,references,US Senator Joni Ernst (IA)
4865,Joe Biden,references,US President Joe Biden
4865,Joni Ernst,references,US Senator Joni Ernst (IA)
4866,Joni Ernst,references,US Senator Joni Ernst (IA)
4867,Joni Ernst,references,US Senator Joni Ernst (IA)
4868,Joe Biden,references,US President Joe Biden
4868,Joni Ernst,references,US Senator Joni Ernst (IA)
4869,Joe Biden,references,US President Joe Biden
4869,Joni Ernst,references,US Senator Joni Ernst (IA)
4870,Joni Ernst,references,US Senator Joni Ernst (IA)
4871,Joni Ernst,references,US Senator Joni Ernst (IA)
4872,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4873,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4874,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4875,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4876,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4877,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4878,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4879,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4880,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4881,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4882,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4883,Joe Biden,references,US President Joe Biden
4883,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4884,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4885,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4886,Joe Biden,references,US President Joe Biden
4886,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4887,Joe Biden,references,US President Joe Biden
4887,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4888,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4888,Maria Cantwell,references,US Senator Maria Cantwell (WA)
4889,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4889,Maria Cantwell,references,US Senator Maria Cantwell (WA)
4890,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4891,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4892,Chuck Grassley,references,US Senator Chuck Grassley (IA)
4893,Mike Crapo,references,US Senator Mike Crapo (R-ID)
4894,Mike Crapo,references,US Senator Mike Crapo (R-ID)
4895,Mike Crapo,references,US Senator Mike Crapo (R-ID)
4896,Mike Crapo,references,US Senator Mike Crapo (R-ID)
4897,Jim Risch,references,US Senator Jim Risch (ID)
4898,Jim Risch,references,US Senator Jim Risch (ID)
4899,Jim Risch,references,US Senator Jim Risch (ID)
4900,Jim Risch,references,US Senator Jim Risch (ID)
4901,Joe Biden,references,US President Joe Biden
4901,Jim Risch,references,US Senator Jim Risch (ID)
4902,Joe Biden,references,US President Joe Biden
4902,Jim Risch,references,US Senator Jim Risch (ID)
4903,Jim Risch,references,US Senator Jim Risch (ID)
4904,Jim Risch,references,US Senator Jim Risch (ID)
4905,Jim Risch,references,US Senator Jim Risch (ID)
4906,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4907,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4908,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4909,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4910,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4911,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4912,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4913,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4914,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4915,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4916,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4917,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4918,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4919,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4920,Dick Durbin,references,US Senator Dick Durbin (IL)
4921,Dick Durbin,references,US Senator Dick Durbin (IL)
4922,Dick Durbin,references,US Senator Dick Durbin (IL)
4923,Dick Durbin,references,US Senator Dick Durbin (IL)
4924,Dick Durbin,references,US Senator Dick Durbin (IL)
4925,Joe Biden,references,US President Joe Biden
4925,Robin Kelly,references,US Representative Robin Kelly (IL-02)
4925,Dick Durbin,references,US Senator Dick Durbin (IL)
4925,Tammy Duckworth,references,Senator Tammy Duckworth (IL)
4929,Joe Biden,references,US President Joe Biden
4930,Todd Young,references,US Senator Todd Young (IN)
4931,Todd Young,references,US Senator Todd Young (IN)
4932,Todd Young,references,US Senator Todd Young (IN)
4933,Todd Young,references,US Senator Todd Young (IN)
4934,Todd Young,references,US Senator Todd Young (IN)
4935,Todd Young,references,US Senator Todd Young (IN)
4936,Todd Young,references,US Senator Todd Young (IN)
4937,Jerry Moran,references,Senator Jerry Moran (KS)
4938,Jerry Moran,references,Senator Jerry Moran (KS)
4939,Jerry Moran,references,Senator Jerry Moran (KS)
4940,Jerry Moran,references,Senator Jerry Moran (KS)
4941,Jerry Moran,references,Senator Jerry Moran (KS)
4942,Jerry Moran,references,Senator Jerry Moran (KS)
4943,Jerry Moran,references,Senator Jerry Moran (KS)
4944,Jerry Moran,references,Senator Jerry Moran (KS)
4945,Jerry Moran,references,Senator Jerry Moran (KS)
4946,Jerry Moran,references,Senator Jerry Moran (KS)
4947,Rand Paul,references,Senator Rand Paul (KY)
4948,Rand Paul,references,Senator Rand Paul (KY)
4949,Joe Biden,references,US President Joe Biden
4949,Rand Paul,references,Senator Rand Paul (KY)
4950,Rand Paul,references,Senator Rand Paul (KY)
4951,Rand Paul,references,Senator Rand Paul (KY)
4952,Joe Biden,references,US President Joe Biden
4952,Rand Paul,references,Senator Rand Paul (KY)
4952,Elon Musk,references,Elon Musk
4953,Rand Paul,references,Senator Rand Paul (KY)
4954,Rand Paul,references,Senator Rand Paul (KY)
4955,Rand Paul,references,Senator Rand Paul (KY)
4955,Mike Lee,references,US Senator Mike Lee (UT)
4956,Rand Paul,references,Senator Rand Paul (KY)
4957,Rand Paul,references,Senator Rand Paul (KY)
4958,Rand Paul,references,Senator Rand Paul (KY)
4959,Rand Paul,references,Senator Rand Paul (KY)
4960,Rand Paul,references,Senator Rand Paul (KY)
4961,Rand Paul,references,Senator Rand Paul (KY)
4962,Rand Paul,references,Senator Rand Paul (KY)
4963,Rand Paul,references,Senator Rand Paul (KY)
4964,Rand Paul,references,Senator Rand Paul (KY)
4965,S. Brett Guthrie,references,US Representative S. Brett Guthrie (KY-02)
4965,Brett Guthrie,references,American politician
4965,Rand Paul,references,Senator Rand Paul (KY)
4966,Rand Paul,references,Senator Rand Paul (KY)
4967,"Garland ""Andy"" Barr",references,"US Representative Garland ""Andy"" Barr (KY-06)"
4967,Rand Paul,references,Senator Rand Paul (KY)
4968,Rand Paul,references,Senator Rand Paul (KY)
4969,Rand Paul,references,Senator Rand Paul (KY)
4970,Rand Paul,references,Senator Rand Paul (KY)
4971,Rand Paul,references,Senator Rand Paul (KY)
4972,Rand Paul,references,Senator Rand Paul (KY)
4973,Rand Paul,references,Senator Rand Paul (KY)
4974,Rand Paul,references,Senator Rand Paul (KY)
4975,Rand Paul,references,Senator Rand Paul (KY)
4976,Rand Paul,references,Senator Rand Paul (KY)
4977,Rand Paul,references,Senator Rand Paul (KY)
4978,Rand Paul,references,Senator Rand Paul (KY)
4979,Rand Paul,references,Senator Rand Paul (KY)
4980,Rand Paul,references,Senator Rand Paul (KY)
4981,Rand Paul,references,Senator Rand Paul (KY)
4990,Joe Biden,references,US President Joe Biden
4992,Joe Biden,references,US President Joe Biden
4996,Joe Biden,references,US President Joe Biden
5011,John Neely Kennedy,references,US Senator John Neely Kennedy (LA)
5012,Joe Biden,references,US President Joe Biden
5012,John Neely Kennedy,references,US Senator John Neely Kennedy (LA)
5013,John Neely Kennedy,references,US Senator John Neely Kennedy (LA)
5014,John Neely Kennedy,references,US Senator John Neely Kennedy (LA)
5015,Joe Biden,references,US President Joe Biden
5015,John Neely Kennedy,references,US Senator John Neely Kennedy (LA)
5017,Ed Markey,references,US Senator Ed Markey (MA)
5018,Ed Markey,references,US Senator Ed Markey (MA)
5019,Ed Markey,references,US Senator Ed Markey (MA)
5020,Ed Markey,references,US Senator Ed Markey (MA)
5021,Elon Musk,references,Elon Musk
5021,Ed Markey,references,US Senator Ed Markey (MA)
5022,Ed Markey,references,US Senator Ed Markey (MA)
5023,Ed Markey,references,US Senator Ed Markey (MA)
5024,Ed Markey,references,US Senator Ed Markey (MA)
5025,Ed Markey,references,US Senator Ed Markey (MA)
5026,Ed Markey,references,US Senator Ed Markey (MA)
5027,Ed Markey,references,US Senator Ed Markey (MA)
5028,Ed Markey,references,US Senator Ed Markey (MA)
5029,Joe Biden,references,US President Joe Biden
5029,Abdel Fattah el-Sisi,references,Abdel Fattah el-Sisi (عبد الفتاح السيسي)\nPresident of Egypt\n
5029,Ed Markey,references,US Senator Ed Markey (MA)
5030,Ed Markey,references,US Senator Ed Markey (MA)
5031,Ed Markey,references,US Senator Ed Markey (MA)
5032,Ed Markey,references,US Senator Ed Markey (MA)
5033,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5034,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5035,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5036,Joe Biden,references,US President Joe Biden
5036,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5036,Donald Trump,references,"45th US President, Donald Trump"
5037,Joe Biden,references,US President Joe Biden
5037,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5038,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5039,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5040,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5041,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5042,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5043,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5044,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5045,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5046,Joe Biden,references,US President Joe Biden
5046,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5047,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5048,Joe Biden,references,US President Joe Biden
5048,Elizabeth Warren,references,US Senator Elizabeth Warren (MA)
5049,Ben Cardin,references,US Senator Ben Cardin (MD)
5050,Ben Cardin,references,US Senator Ben Cardin (MD)
5051,Ben Cardin,references,US Senator Ben Cardin (MD)
5052,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
5052,Ben Cardin,references,US Senator Ben Cardin (MD)
5052,Ed Markey,references,US Senator Ed Markey (MA)
5052,Sheldon Whitehouse,references,US Senator Sheldon Whitehouse (RI)
5053,Ben Cardin,references,US Senator Ben Cardin (MD)
5054,Ben Cardin,references,US Senator Ben Cardin (MD)
5054,Ed Markey,references,US Senator Ed Markey (MA)
5054,Sheldon Whitehouse,references,US Senator Sheldon Whitehouse (RI)
5055,Ben Cardin,references,US Senator Ben Cardin (MD)
5056,Joe Biden,references,US President Joe Biden
5056,Ben Cardin,references,US Senator Ben Cardin (MD)
5057,Ben Cardin,references,US Senator Ben Cardin (MD)
5058,Ben Cardin,references,US Senator Ben Cardin (MD)
5059,Ben Cardin,references,US Senator Ben Cardin (MD)
5060,Ben Cardin,references,US Senator Ben Cardin (MD)
5061,Ben Cardin,references,US Senator Ben Cardin (MD)
5062,Ben Cardin,references,US Senator Ben Cardin (MD)
5063,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5063,Ben Cardin,references,US Senator Ben Cardin (MD)
5064,Ben Cardin,references,US Senator Ben Cardin (MD)
5065,Ben Cardin,references,US Senator Ben Cardin (MD)
5066,Ben Cardin,references,US Senator Ben Cardin (MD)
5067,Ben Cardin,references,US Senator Ben Cardin (MD)
5068,Ben Cardin,references,US Senator Ben Cardin (MD)
5069,Ben Cardin,references,US Senator Ben Cardin (MD)
5070,Ben Cardin,references,US Senator Ben Cardin (MD)
5071,Ben Cardin,references,US Senator Ben Cardin (MD)
5072,Ben Cardin,references,US Senator Ben Cardin (MD)
5073,Ben Cardin,references,US Senator Ben Cardin (MD)
5074,Ben Cardin,references,US Senator Ben Cardin (MD)
5075,Ben Cardin,references,US Senator Ben Cardin (MD)
5076,Ben Cardin,references,US Senator Ben Cardin (MD)
5077,Ben Cardin,references,US Senator Ben Cardin (MD)
5078,Ben Cardin,references,US Senator Ben Cardin (MD)
5079,Ben Cardin,references,US Senator Ben Cardin (MD)
5080,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5081,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5082,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5083,Vladimir Putin,references,President of Russia Vladimir Putin
5083,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5084,Brittney Griner,references,Brittney Griner
5084,Vladimir Putin,references,President of Russia Vladimir Putin
5084,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5085,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5086,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5087,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5088,Chris Van Hollen,references,US Senator Chris Van Hollen (MD)
5089,Susan Collins,references,US Senator Susan Collins (ME)
5090,Angus King,references,US Senator Angus King (ME)
5091,Gary Peters,references,US Senator Gary Peters (MI)
5092,Gary Peters,references,US Senator Gary Peters (MI)
5093,Gary Peters,references,US Senator Gary Peters (MI)
5094,Gary Peters,references,US Senator Gary Peters (MI)
5095,Gary Peters,references,US Senator Gary Peters (MI)
5096,Gary Peters,references,US Senator Gary Peters (MI)
5097,Gary Peters,references,US Senator Gary Peters (MI)
5098,Gary Peters,references,US Senator Gary Peters (MI)
5099,Gary Peters,references,US Senator Gary Peters (MI)
5100,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5101,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5102,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5103,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5104,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5105,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5106,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5107,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5108,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5109,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5110,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5111,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5112,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5113,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5114,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5115,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5116,Debbie Stabenow,references,US Senator Debbie Stabenow (MI)
5117,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
5118,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
5119,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
5120,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
5121,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
5122,Amy Klobuchar,references,US Senator Amy Klobuchar (MN)
5123,Tina Smith,references,US Senator Tina Smith (MN)
5124,Tina Smith,references,US Senator Tina Smith (MN)
5125,Tina Smith,references,US Senator Tina Smith (MN)
5126,Tina Smith,references,US Senator Tina Smith (MN)
5127,Tina Smith,references,US Senator Tina Smith (MN)
5128,Tina Smith,references,US Senator Tina Smith (MN)
5129,Roy Blunt,references,Senator Roy Blunt (MO)
5131,Herschel Walker,references,
5136,Joe Biden,references,US President Joe Biden
5140,J. D. Vance,references,
5140,J.D. Vance,references,
5141,J. D. Vance,references,
5141,J.D. Vance,references,
5143,Clay Travis ,references,
5145,Josh Hawley,references,"Candidate for Senator from Missouri, Josh Hawley"
5145,Mitch McConnell,references,US Senator Mitch McConnell (KY)
5147,Joe Biden,references,US President Joe Biden
5153,Blake Masters,references,
5156,Blake Masters,references,
5158,J. D. Vance,references,
5158,J.D. Vance,references,
5159,J. D. Vance,references,
5159,J.D. Vance,references,
5170,Joe Biden,references,US President Joe Biden
5171,Joe Biden,references,US President Joe Biden
5173,Roger Wicker,references,US Senator Roger Wicker (MS)
5174,Roger Wicker,references,US Senator Roger Wicker (MS)
5175,Roger Wicker,references,US Senator Roger Wicker (MS)
5176,Roger Wicker,references,US Senator Roger Wicker (MS)
5177,Roger Wicker,references,US Senator Roger Wicker (MS)
5178,Roger Wicker,references,US Senator Roger Wicker (MS)
5179,Roger Wicker,references,US Senator Roger Wicker (MS)
5180,Roger Wicker,references,US Senator Roger Wicker (MS)
5181,Roger Wicker,references,US Senator Roger Wicker (MS)
5182,Roger Wicker,references,US Senator Roger Wicker (MS)
5183,Roger Wicker,references,US Senator Roger Wicker (MS)
5184,Roger Wicker,references,US Senator Roger Wicker (MS)
5185,Deb Fischer,references,US Senator Deb Fischer (NE)
5185,Roger Wicker,references,US Senator Roger Wicker (MS)
5186,Roger Wicker,references,US Senator Roger Wicker (MS)
5187,Roger Wicker,references,US Senator Roger Wicker (MS)
5188,Roger Wicker,references,US Senator Roger Wicker (MS)
5189,Joe Biden,references,US President Joe Biden
5189,Roger Wicker,references,US Senator Roger Wicker (MS)
5190,Roger Wicker,references,US Senator Roger Wicker (MS)
